name,plot,weight,weightRatio,presence
Festuca_rubra,E16,0,0.008,0
Geranium_pratense,E16,0.01,0.024,1
Leontodon_hispidus,E16,0.01,0.015,1
Medicago_lupulina,E16,0.02,0.044,0
Onobrychis_viciifolia,E16,0,0.001,0
Plantago_lanceolata,E16,0,0.001,1
Plantago_media,E16,0,0.003,1
Primula_veris,E16,0,0.008,0
Ranunculus_bulbosus,E16,0,0.001,1
Saxifraga_granulata,E16,0,0.009,0
Veronica_chamaedrys,E16,0.03,0.056,1
Vicia_sepium,E16,0,0.006,1
Achillea_millefolium,Ee1,0.02,0.042,1
Anthoxanthum_odoratum,Ee1,0.01,0.011,1
Bromus_hordeaceus,Ee1,0.02,0.047,1
Campanula_glomerata,Ee1,0.02,0.047,1
Cardamine_pratensis,Ee1,0.03,0.064,1
Daucus_carota,Ee1,0.04,0.076,1
Galium_album,Ee1,0.01,0.016,1
Geranium_pratense,Ee1,0.08,0.173,1
Hypochaeris_radicata,Ee1,0,0.001,1
Leucanthemum_vulgare,Ee1,0.03,0.06,1
Onobrychis_viciifolia,Ee1,0.06,0.128,1
Phleum_pratense,Ee1,0.01,0.029,0
Poa_angustifolia,Ee1,0.08,0.164,1
Prunella_vulgaris,Ee1,0,0.01,0
Ranunculus_acris,Ee1,0.02,0.045,1
Silene_dioica,Ee1,0,0.005,1
Thymus_pulegioides,Ee1,0.01,0.011,0
Trisetum_flavescens,Ee1,0.02,0.049,1
Vicia_cracca,Ee1,0.01,0.018,0
Vicia_sepium,Ee1,0,0.004,0
Anthoxanthum_odoratum,Ee2,0,0.001,0
Bromus_erectus,Ee2,0.07,0.143,1
Campanula_glomerata,Ee2,0.03,0.059,1
Campanula_patula,Ee2,0,0.004,0
Campanula_rotundifolia,Ee2,0.03,0.064,1
Daucus_carota,Ee2,0.03,0.072,1
Festuca_rubra,Ee2,0.05,0.108,1
Galium_album,Ee2,0,0.01,1
Geranium_pratense,Ee2,0.01,0.031,0
Leucanthemum_vulgare,Ee2,0.07,0.144,1
Medicago_lupulina,Ee2,0.04,0.085,0
Phleum_pratense,Ee2,0,0.008,0
Prunella_vulgaris,Ee2,0,0.002,1
Ranunculus_bulbosus,Ee2,0.04,0.09,1
Silene_dioica,Ee2,0,0,1
Tragopogon_pratensis,Ee2,0.03,0.071,0
Trisetum_flavescens,Ee2,0.02,0.041,1
Veronica_chamaedrys,Ee2,0,0.003,1
Vicia_cracca,Ee2,0.03,0.063,0
Vicia_sepium,Ee2,0,0.002,0
Alopecurus_pratensis,Ee3,0,0,1
Bromus_hordeaceus,Ee3,0.15,0.311,1
Campanula_patula,Ee3,0.04,0.079,1
Cardamine_pratensis,Ee3,0,0,0
Crepis_biennis,Ee3,0,0,0
Galium_album,Ee3,0,0,1
Helictotrichon_pubescens,Ee3,0,0,0
Hypochaeris_radicata,Ee3,0,0,1
Leucanthemum_vulgare,Ee3,0,0,1
Onobrychis_viciifolia,Ee3,0.04,0.077,1
Phleum_pratense,Ee3,0.09,0.192,0
Plantago_lanceolata,Ee3,0,0,0
Plantago_media,Ee3,0.16,0.338,1
Poa_angustifolia,Ee3,0,0,0
Saxifraga_granulata,Ee3,0,0,0
Silene_flos-cuculi,Ee3,0,0,1
Tragopogon_pratensis,Ee3,0,0,0
Veronica_chamaedrys,Ee3,0,0,1
Vicia_cracca,Ee3,0,0,0
Vicia_sepium,Ee3,0,0,0
Alopecurus_pratensis,Ee4,0.01,0.014,1
Anthoxanthum_odoratum,Ee4,0,0,0
Bromus_hordeaceus,Ee4,0.06,0.133,1
Campanula_rotundifolia,Ee4,0,0.009,0
Cardamine_pratensis,Ee4,0,0,0
Cynosurus_cristatus,Ee4,0.08,0.162,0
Daucus_carota,Ee4,0,0,1
Leucanthemum_vulgare,Ee4,0,0,0
Medicago_lupulina,Ee4,0.02,0.05,1
Phleum_pratense,Ee4,0.14,0.291,0
Primula_veris,Ee4,0.13,0.269,0
Ranunculus_acris,Ee4,0,0,1
Ranunculus_bulbosus,Ee4,0,0.001,1
Saxifraga_granulata,Ee4,0,0,0
Silene_dioica,Ee4,0.03,0.056,1
Thymus_pulegioides,Ee4,0,0.006,0
Tragopogon_pratensis,Ee4,0,0,0
Veronica_chamaedrys,Ee4,0,0.007,0
Vicia_cracca,Ee4,0,0,0
Vicia_sepium,Ee4,0,0,0
Achillea_millefolium,F01,0.0048,0.002,1
Agrostis_capillaris,F01,0.12,0.05,1
Centaurea_jacea,F01,0.0048,0.002,1
Daucus_carota,F01,0.0024,0.001,1
Festuca_rubra,F01,1.08,0.45,1
Festuca_trachyphylla,F01,0.7992,0.333,1
Galium_verum,F01,0.0024,0.001,1
Leontodon_hispidus,F01,0.0024,0.001,0
Leucanthemum_vulgare,F01,0.0072,0.003,1
Lolium_perenne,F01,0.12,0.05,1
Lotus_corniculatus,F01,0.0048,0.002,1
Medicago_lupulina,F01,0.0024,0.001,1
Pimpinella_saxifraga,F01,0.0024,0.001,0
Plantago_lanceolata,F01,0.0024,0.001,0
Poa_pratensis,F01,0.24,0.1,1
Sanguisorba_minor,F01,0.0024,0.001,0
Achillea_millefolium,F02,0.0048,0.002,0
Agrostis_capillaris,F02,0.12,0.05,1
Centaurea_jacea,F02,0.0048,0.002,1
Daucus_carota,F02,0.0024,0.001,1
Festuca_rubra,F02,1.08,0.45,1
Festuca_trachyphylla,F02,0.7992,0.333,1
Galium_verum,F02,0.0024,0.001,0
Leontodon_hispidus,F02,0.0024,0.001,1
Leucanthemum_vulgare,F02,0.0072,0.003,1
Lolium_perenne,F02,0.12,0.05,1
Lotus_corniculatus,F02,0.0048,0.002,1
Medicago_lupulina,F02,0.0024,0.001,0
Pimpinella_saxifraga,F02,0.0024,0.001,0
Plantago_lanceolata,F02,0.0024,0.001,1
Poa_pratensis,F02,0.24,0.1,1
Sanguisorba_minor,F02,0.0024,0.001,1
Achillea_millefolium,F03,0.0048,0.002,0
Agrostis_capillaris,F03,0.12,0.05,1
Centaurea_jacea,F03,0.0048,0.002,0
Daucus_carota,F03,0.0024,0.001,0
Festuca_rubra,F03,1.08,0.45,1
Festuca_trachyphylla,F03,0.7992,0.333,1
Galium_verum,F03,0.0024,0.001,1
Leontodon_hispidus,F03,0.0024,0.001,0
Leucanthemum_vulgare,F03,0.0072,0.003,1
Lolium_perenne,F03,0.12,0.05,1
Lotus_corniculatus,F03,0.0048,0.002,1
Medicago_lupulina,F03,0.0024,0.001,0
Pimpinella_saxifraga,F03,0.0024,0.001,0
Plantago_lanceolata,F03,0.0024,0.001,1
Poa_pratensis,F03,0.24,0.1,1
Sanguisorba_minor,F03,0.0024,0.001,0
Achillea_millefolium,F04,0.0048,0.002,1
Agrostis_capillaris,F04,0.12,0.05,1
Centaurea_jacea,F04,0.0048,0.002,0
Daucus_carota,F04,0.0024,0.001,1
Festuca_rubra,F04,1.08,0.45,1
Festuca_trachyphylla,F04,0.7992,0.333,1
Galium_verum,F04,0.0024,0.001,0
Leontodon_hispidus,F04,0.0024,0.001,0
Leucanthemum_vulgare,F04,0.0072,0.003,1
Lolium_perenne,F04,0.12,0.05,1
Lotus_corniculatus,F04,0.0048,0.002,1
Medicago_lupulina,F04,0.0024,0.001,0
Pimpinella_saxifraga,F04,0.0024,0.001,0
Plantago_lanceolata,F04,0.0024,0.001,0
Poa_pratensis,F04,0.24,0.1,1
Sanguisorba_minor,F04,0.0024,0.001,1
Bromus_erectus,F05,0.05,0.105,0
Bromus_hordeaceus,F05,0.01,0.028,1
Campanula_patula,F05,0,0.006,0
Campanula_rotundifolia,F05,0.02,0.038,0
Cynosurus_cristatus,F05,0.01,0.028,0
Geranium_pratense,F05,0.04,0.079,0
Hypochaeris_radicata,F05,0.01,0.023,1
Leucanthemum_vulgare,F05,0.04,0.093,1
Medicago_lupulina,F05,0,0.008,0
Onobrychis_viciifolia,F05,0.05,0.095,1
Plantago_lanceolata,F05,0.06,0.121,1
Plantago_media,F05,0.03,0.055,1
Poa_angustifolia,F05,0.05,0.106,1
Primula_veris,F05,0.04,0.083,0
Prunella_vulgaris,F05,0.01,0.01,1
Saxifraga_granulata,F05,0.01,0.023,0
Silene_dioica,F05,0,0.005,0
Trisetum_flavescens,F05,0.02,0.034,1
Veronica_chamaedrys,F05,0.01,0.012,1
Vicia_cracca,F05,0.02,0.047,0
Agrostis_capillaris,F06,0,0.006,1
Briza_media,F06,0.01,0.03,0
Bromus_erectus,F06,0.07,0.154,0
Campanula_glomerata,F06,0.02,0.041,1
Campanula_patula,F06,0,0.005,0
Campanula_rotundifolia,F06,0.02,0.048,1
Cardamine_pratensis,F06,0.04,0.082,1
Daucus_carota,F06,0.03,0.065,1
Festuca_rubra,F06,0.05,0.094,0
Galium_album,F06,0.01,0.017,1
Helictotrichon_pubescens,F06,0.01,0.015,0
Luzula_campestris,F06,0.01,0.018,0
Medicago_lupulina,F06,0.02,0.049,0
Primula_veris,F06,0.07,0.152,0
Ranunculus_acris,F06,0.01,0.022,1
Ranunculus_bulbosus,F06,0.04,0.085,1
Silene_dioica,F06,0,0.001,1
Thymus_pulegioides,F06,0.01,0.014,1
Vicia_cracca,F06,0.04,0.092,0
Vicia_sepium,F06,0,0.009,0
Achillea_millefolium,F07,0.04,0.09,1
Agrostis_capillaris,F07,0,0.009,1
Bromus_erectus,F07,0.08,0.177,0
Bromus_hordeaceus,F07,0.01,0.015,1
Campanula_rotundifolia,F07,0.04,0.073,1
Cardamine_pratensis,F07,0.04,0.076,1
Crepis_biennis,F07,0,0.008,0
Festuca_rubra,F07,0.04,0.074,0
Geranium_pratense,F07,0.04,0.075,0
Helictotrichon_pubescens,F07,0.01,0.025,0
Leontodon_hispidus,F07,0.01,0.03,1
Leucanthemum_vulgare,F07,0.04,0.085,1
Onobrychis_viciifolia,F07,0.06,0.13,1
Ranunculus_acris,F07,0.01,0.03,1
Saxifraga_granulata,F07,0.01,0.015,0
Silene_flos-cuculi,F07,0.01,0.029,1
Thymus_pulegioides,F07,0.01,0.025,0
Veronica_chamaedrys,F07,0.01,0.013,0
Vicia_cracca,F07,0.01,0.017,0
Vicia_sepium,F07,0,0.003,0
Achillea_millefolium,F08,0.03,0.061,1
Agrostis_capillaris,F08,0,0.001,1
Briza_media,F08,0.01,0.028,1
Campanula_patula,F08,0,0.003,0
Cynosurus_cristatus,F08,0.01,0.018,0
Geranium_pratense,F08,0.1,0.198,0
Leontodon_hispidus,F08,0.01,0.018,0
Luzula_campestris,F08,0,0.001,0
Medicago_lupulina,F08,0.04,0.083,0
Plantago_lanceolata,F08,0.03,0.071,1
Poa_angustifolia,F08,0.11,0.222,1
Ranunculus_acris,F08,0.01,0.022,1
Ranunculus_bulbosus,F08,0.07,0.155,1
Saxifraga_granulata,F08,0,0.001,0
Silene_flos-cuculi,F08,0.01,0.01,1
Thymus_pulegioides,F08,0,0.007,1
Trisetum_flavescens,F08,0.01,0.03,0
Veronica_chamaedrys,F08,0,0.003,0
Vicia_cracca,F08,0.03,0.064,0
Vicia_sepium,F08,0,0.004,0
Achillea_millefolium,F09,0.02,0.034,1
Alopecurus_pratensis,F09,0.03,0.062,0
Bromus_erectus,F09,0.08,0.173,1
Campanula_glomerata,F09,0.03,0.062,1
Campanula_patula,F09,0.02,0.041,1
Campanula_rotundifolia,F09,0.02,0.039,0
Cardamine_pratensis,F09,0.01,0.028,1
Cynosurus_cristatus,F09,0.03,0.069,1
Daucus_carota,F09,0.01,0.028,1
Festuca_rubra,F09,0.04,0.077,0
Geranium_pratense,F09,0.03,0.06,1
Helictotrichon_pubescens,F09,0.03,0.07,0
Leontodon_hispidus,F09,0.01,0.026,0
Luzula_campestris,F09,0.01,0.016,0
Medicago_lupulina,F09,0.02,0.04,0
Plantago_media,F09,0.02,0.033,1
Primula_veris,F09,0.03,0.056,0
Silene_flos-cuculi,F09,0.01,0.027,1
Vicia_cracca,F09,0.02,0.034,0
Vicia_sepium,F09,0.01,0.025,0
Agrostis_capillaris,F10,0.02,0.035,1
Alopecurus_pratensis,F10,0.03,0.055,0
Bromus_erectus,F10,0.11,0.22,1
Bromus_hordeaceus,F10,0.03,0.052,1
Campanula_glomerata,F10,0.04,0.079,1
Campanula_patula,F10,0.02,0.036,1
Daucus_carota,F10,0.02,0.044,1
Galium_album,F10,0.01,0.025,1
Hypochaeris_radicata,F10,0,0.007,0
Leontodon_hispidus,F10,0.01,0.03,1
Leucanthemum_vulgare,F10,0.02,0.049,1
Onobrychis_viciifolia,F10,0.03,0.069,0
Plantago_media,F10,0.02,0.051,1
Prunella_vulgaris,F10,0.01,0.02,1
Ranunculus_bulbosus,F10,0.03,0.06,1
Thymus_pulegioides,F10,0.01,0.029,1
Trisetum_flavescens,F10,0.04,0.087,1
Veronica_chamaedrys,F10,0.01,0.02,1
Vicia_cracca,F10,0.01,0.022,0
Vicia_sepium,F10,0,0.01,0
Achillea_millefolium,F11,0.03,0.053,1
Agrostis_capillaris,F11,0.02,0.035,1
Briza_media,F11,0.04,0.087,0
Bromus_erectus,F11,0.1,0.213,0
Bromus_hordeaceus,F11,0.02,0.049,1
Campanula_patula,F11,0.03,0.062,0
Cardamine_pratensis,F11,0.02,0.039,1
Hypochaeris_radicata,F11,0,0.005,0
Leontodon_hispidus,F11,0.01,0.028,1
Luzula_campestris,F11,0,0.008,0
Onobrychis_viciifolia,F11,0.03,0.072,0
Phleum_pratense,F11,0.03,0.066,0
Primula_veris,F11,0.05,0.105,0
Prunella_vulgaris,F11,0.01,0.022,1
Saxifraga_granulata,F11,0.01,0.023,0
Silene_flos-cuculi,F11,0.02,0.031,1
Tragopogon_pratensis,F11,0.02,0.05,1
Veronica_chamaedrys,F11,0.01,0.023,1
Vicia_cracca,F11,0.01,0.019,0
Vicia_sepium,F11,0,0.009,0
Anthoxanthum_odoratum,F12,0,0,1
Campanula_glomerata,F12,0.11,0.222,1
Campanula_rotundifolia,F12,0,0,0
Cardamine_pratensis,F12,0.01,0.017,1
Crepis_biennis,F12,0,0,0
Cynosurus_cristatus,F12,0,0.005,0
Daucus_carota,F12,0.05,0.101,1
Festuca_rubra,F12,0.03,0.061,0
Galium_album,F12,0,0,0
Helictotrichon_pubescens,F12,0.18,0.383,1
Medicago_lupulina,F12,0,0,0
Onobrychis_viciifolia,F12,0.05,0.1,1
Phleum_pratense,F12,0,0.001,0
Plantago_media,F12,0.05,0.095,1
Prunella_vulgaris,F12,0,0,0
Ranunculus_acris,F12,0.01,0.015,1
Saxifraga_granulata,F12,0,0,0
Silene_flos-cuculi,F12,0,0,1
Thymus_pulegioides,F12,0,0,1
Vicia_sepium,F12,0,0,0
Agrostis_capillaris,F13,0.02,0.041,1
Bromus_erectus,F13,0.11,0.226,1
Bromus_hordeaceus,F13,0.06,0.127,1
Campanula_glomerata,F13,0.05,0.098,1
Campanula_patula,F13,0.05,0.108,1
Campanula_rotundifolia,F13,0.01,0.018,1
Daucus_carota,F13,0,0.007,1
Galium_album,F13,0,0.01,1
Helictotrichon_pubescens,F13,0.04,0.093,0
Hypochaeris_radicata,F13,0,0.009,1
Leontodon_hispidus,F13,0.01,0.021,0
Luzula_campestris,F13,0,0.001,0
Onobrychis_viciifolia,F13,0.01,0.022,1
Plantago_media,F13,0.01,0.014,1
Primula_veris,F13,0.01,0.031,0
Thymus_pulegioides,F13,0.01,0.022,0
Tragopogon_pratensis,F13,0.01,0.011,0
Trisetum_flavescens,F13,0.05,0.113,1
Vicia_cracca,F13,0,0.009,0
Vicia_sepium,F13,0.01,0.018,0
Anthoxanthum_odoratum,F14,0.03,0.063,1
Bromus_erectus,F14,0.13,0.273,1
Campanula_patula,F14,0.06,0.119,1
Campanula_rotundifolia,F14,0.01,0.023,1
Cardamine_pratensis,F14,0,0.008,1
Crepis_biennis,F14,0.01,0.016,1
Cynosurus_cristatus,F14,0.05,0.114,0
Daucus_carota,F14,0,0.008,1
Festuca_rubra,F14,0.02,0.038,0
Galium_album,F14,0,0.01,1
Leontodon_hispidus,F14,0.01,0.025,1
Luzula_campestris,F14,0,0.001,0
Medicago_lupulina,F14,0.02,0.034,0
Plantago_lanceolata,F14,0,0.009,0
Primula_veris,F14,0.02,0.042,0
Ranunculus_acris,F14,0.01,0.013,1
Silene_dioica,F14,0.04,0.076,1
Trisetum_flavescens,F14,0.05,0.112,1
Vicia_cracca,F14,0,0.007,0
Vicia_sepium,F14,0,0.01,0
Agrostis_capillaris,F15,0.02,0.043,1
Bromus_erectus,F15,0.11,0.227,1
Bromus_hordeaceus,F15,0.09,0.18,1
Campanula_glomerata,F15,0.04,0.084,1
Campanula_patula,F15,0.05,0.099,1
Campanula_rotundifolia,F15,0.01,0.015,1
Daucus_carota,F15,0,0.007,1
Geranium_pratense,F15,0.03,0.054,1
Hypochaeris_radicata,F15,0.01,0.016,1
Leucanthemum_vulgare,F15,0,0.006,1
Luzula_campestris,F15,0,0.001,0
Medicago_lupulina,F15,0.01,0.026,0
Poa_angustifolia,F15,0.02,0.045,0
Primula_veris,F15,0.01,0.025,0
Ranunculus_bulbosus,F15,0,0.009,0
Saxifraga_granulata,F15,0.01,0.012,0
Thymus_pulegioides,F15,0.01,0.022,1
Trisetum_flavescens,F15,0.05,0.104,1
Vicia_cracca,F15,0,0.006,0
Vicia_sepium,F15,0.01,0.017,0
Achillea_millefolium,F16,0,0,1
Agrostis_capillaris,F16,0,0,1
Alopecurus_pratensis,F16,0,0,0
Briza_media,F16,0.1,0.212,1
Campanula_rotundifolia,F16,0,0,0
Cynosurus_cristatus,F16,0.15,0.305,1
Festuca_rubra,F16,0,0,0
Galium_album,F16,0,0,1
Hypochaeris_radicata,F16,0,0,0
Leontodon_hispidus,F16,0.18,0.373,1
Leucanthemum_vulgare,F16,0,0,1
Luzula_campestris,F16,0,0,0
Medicago_lupulina,F16,0.04,0.073,0
Onobrychis_viciifolia,F16,0,0,0
Plantago_lanceolata,F16,0,0,0
Prunella_vulgaris,F16,0,0,1
Ranunculus_acris,F16,0,0,0
Tragopogon_pratensis,F16,0.02,0.035,1
Veronica_chamaedrys,F16,0,0,1
Vicia_sepium,F16,0,0,1
Anthoxanthum_odoratum,Fe1,0.01,0.016,1
Briza_media,Fe1,0.03,0.057,0
Bromus_hordeaceus,Fe1,0.02,0.033,1
Campanula_patula,Fe1,0.02,0.041,1
Cardamine_pratensis,Fe1,0.02,0.047,1
Crepis_biennis,Fe1,0.01,0.012,0
Galium_album,Fe1,0.01,0.02,1
Geranium_pratense,Fe1,0.04,0.073,1
Helictotrichon_pubescens,Fe1,0.02,0.044,0
Hypochaeris_radicata,Fe1,0,0.003,1
Leucanthemum_vulgare,Fe1,0.02,0.051,1
Onobrychis_viciifolia,Fe1,0.06,0.116,0
Plantago_lanceolata,Fe1,0.02,0.042,1
Poa_angustifolia,Fe1,0.07,0.15,1
Primula_veris,Fe1,0.07,0.143,0
Ranunculus_acris,Fe1,0.01,0.027,0
Thymus_pulegioides,Fe1,0.01,0.03,1
Tragopogon_pratensis,Fe1,0.03,0.062,1
Vicia_cracca,Fe1,0.01,0.025,0
Vicia_sepium,Fe1,0,0.008,0
Anthoxanthum_odoratum,Fe2,0.01,0.011,1
Briza_media,Fe2,0.01,0.025,1
Bromus_erectus,Fe2,0.03,0.062,0
Campanula_patula,Fe2,0,0.003,1
Crepis_biennis,Fe2,0.01,0.017,1
Festuca_rubra,Fe2,0.09,0.187,0
Geranium_pratense,Fe2,0.03,0.059,1
Helictotrichon_pubescens,Fe2,0.01,0.016,0
Medicago_lupulina,Fe2,0,0.004,0
Onobrychis_viciifolia,Fe2,0.07,0.14,0
Plantago_media,Fe2,0.06,0.12,1
Primula_veris,Fe2,0.07,0.148,0
Prunella_vulgaris,Fe2,0,0.004,1
Ranunculus_acris,Fe2,0.04,0.085,1
Saxifraga_granulata,Fe2,0.02,0.042,0
Silene_dioica,Fe2,0,0.001,0
Silene_flos-cuculi,Fe2,0.02,0.037,1
Thymus_pulegioides,Fe2,0.01,0.026,1
Veronica_chamaedrys,Fe2,0,0.008,0
Vicia_sepium,Fe2,0,0.006,1
Alopecurus_pratensis,Fe3,0.02,0.044,0
Bromus_hordeaceus,Fe3,0.05,0.105,1
Campanula_glomerata,Fe3,0.09,0.177,1
Campanula_patula,Fe3,0.01,0.023,0
Galium_album,Fe3,0,0.001,1
Geranium_pratense,Fe3,0.05,0.104,1
Helictotrichon_pubescens,Fe3,0.06,0.123,0
Leontodon_hispidus,Fe3,0,0.008,0
Leucanthemum_vulgare,Fe3,0,0.004,1
Onobrychis_viciifolia,Fe3,0.02,0.049,1
Phleum_pratense,Fe3,0.06,0.129,0
Ranunculus_bulbosus,Fe3,0.01,0.012,0
Saxifraga_granulata,Fe3,0,0,0
Silene_flos-cuculi,Fe3,0,0.003,1
Thymus_pulegioides,Fe3,0,0.004,1
Tragopogon_pratensis,Fe3,0.01,0.011,0
Trisetum_flavescens,Fe3,0.1,0.2,1
Veronica_chamaedrys,Fe3,0,0.003,1
Vicia_cracca,Fe3,0,0.001,0
Vicia_sepium,Fe3,0,0,0
Alopecurus_pratensis,Fe4,0,0.005,0
Bromus_erectus,Fe4,0.11,0.23,1
Bromus_hordeaceus,Fe4,0.01,0.021,1
Campanula_rotundifolia,Fe4,0.05,0.114,1
Cardamine_pratensis,Fe4,0,0,1
Crepis_biennis,Fe4,0,0,0
Cynosurus_cristatus,Fe4,0.16,0.34,1
Geranium_pratense,Fe4,0,0,0
Helictotrichon_pubescens,Fe4,0,0.004,0
Leontodon_hispidus,Fe4,0,0,0
Luzula_campestris,Fe4,0,0,0
Medicago_lupulina,Fe4,0.02,0.05,0
Onobrychis_viciifolia,Fe4,0,0,0
Plantago_media,Fe4,0,0,0
Prunella_vulgaris,Fe4,0.08,0.172,1
Ranunculus_acris,Fe4,0,0,0
Ranunculus_bulbosus,Fe4,0,0,0
Saxifraga_granulata,Fe4,0,0.003,0
Thymus_pulegioides,Fe4,0.03,0.061,1
Vicia_cracca,Fe4,0,0,1
Achillea_millefolium,G01,0.0048,0.002,1
Agrostis_capillaris,G01,0.12,0.05,1
Centaurea_jacea,G01,0.0048,0.002,1
Daucus_carota,G01,0.0024,0.001,1
Festuca_rubra,G01,1.08,0.45,1
Festuca_trachyphylla,G01,0.7992,0.333,1
Galium_verum,G01,0.0024,0.001,0
Leontodon_hispidus,G01,0.0024,0.001,0
Leucanthemum_vulgare,G01,0.0072,0.003,1
Lolium_perenne,G01,0.12,0.05,1
Lotus_corniculatus,G01,0.0048,0.002,1
Medicago_lupulina,G01,0.0024,0.001,0
Pimpinella_saxifraga,G01,0.0024,0.001,0
Plantago_lanceolata,G01,0.0024,0.001,1
Poa_pratensis,G01,0.24,0.1,1
Sanguisorba_minor,G01,0.0024,0.001,0
Achillea_millefolium,G02,0.0048,0.002,1
Agrostis_capillaris,G02,0.12,0.05,1
Centaurea_jacea,G02,0.0048,0.002,1
Daucus_carota,G02,0.0024,0.001,1
Festuca_rubra,G02,1.08,0.45,1
Festuca_trachyphylla,G02,0.7992,0.333,1
Galium_verum,G02,0.0024,0.001,0
Leontodon_hispidus,G02,0.0024,0.001,0
Leucanthemum_vulgare,G02,0.0072,0.003,1
Lolium_perenne,G02,0.12,0.05,1
Lotus_corniculatus,G02,0.0048,0.002,1
Medicago_lupulina,G02,0.0024,0.001,1
Pimpinella_saxifraga,G02,0.0024,0.001,0
Plantago_lanceolata,G02,0.0024,0.001,1
Poa_pratensis,G02,0.24,0.1,1
Sanguisorba_minor,G02,0.0024,0.001,0
Achillea_millefolium,G03,0.0048,0.002,1
Agrostis_capillaris,G03,0.12,0.05,1
Centaurea_jacea,G03,0.0048,0.002,1
Daucus_carota,G03,0.0024,0.001,1
Festuca_rubra,G03,1.08,0.45,1
Festuca_trachyphylla,G03,0.7992,0.333,1
Galium_verum,G03,0.0024,0.001,1
Leontodon_hispidus,G03,0.0024,0.001,0
Leucanthemum_vulgare,G03,0.0072,0.003,1
Lolium_perenne,G03,0.12,0.05,1
Lotus_corniculatus,G03,0.0048,0.002,1
Medicago_lupulina,G03,0.0024,0.001,0
Pimpinella_saxifraga,G03,0.0024,0.001,0
Plantago_lanceolata,G03,0.0024,0.001,0
Poa_pratensis,G03,0.24,0.1,0
Sanguisorba_minor,G03,0.0024,0.001,0
Achillea_millefolium,G04,0.0048,0.002,1
Agrostis_capillaris,G04,0.12,0.05,0
Centaurea_jacea,G04,0.0048,0.002,0
Daucus_carota,G04,0.0024,0.001,1
Festuca_rubra,G04,1.08,0.45,1
Festuca_trachyphylla,G04,0.7992,0.333,1
Galium_verum,G04,0.0024,0.001,0
Leontodon_hispidus,G04,0.0024,0.001,0
Leucanthemum_vulgare,G04,0.0072,0.003,1
Lolium_perenne,G04,0.12,0.05,1
Lotus_corniculatus,G04,0.0048,0.002,1
Medicago_lupulina,G04,0.0024,0.001,1
Pimpinella_saxifraga,G04,0.0024,0.001,0
Plantago_lanceolata,G04,0.0024,0.001,1
Poa_pratensis,G04,0.24,0.1,1
Sanguisorba_minor,G04,0.0024,0.001,1
Achillea_millefolium,G05,0.01,0.022,1
Agrostis_capillaris,G05,0,0,1
Alopecurus_pratensis,G05,0.01,0.02,0
Bromus_hordeaceus,G05,0.03,0.054,1
Campanula_patula,G05,0,0,1
Campanula_rotundifolia,G05,0,0.006,1
Cardamine_pratensis,G05,0.03,0.057,1
Daucus_carota,G05,0.04,0.078,1
Festuca_rubra,G05,0.07,0.14,0
Galium_album,G05,0,0.008,0
Helictotrichon_pubescens,G05,0.04,0.086,0
Hypochaeris_radicata,G05,0,0,1
Medicago_lupulina,G05,0.01,0.031,0
Primula_veris,G05,0.17,0.361,0
Prunella_vulgaris,G05,0,0.005,0
Silene_dioica,G05,0,0.002,0
Silene_flos-cuculi,G05,0,0.006,1
Thymus_pulegioides,G05,0,0.004,0
Vicia_cracca,G05,0.05,0.108,0
Vicia_sepium,G05,0.01,0.011,0
Alopecurus_pratensis,G06,0.02,0.04,1
Bromus_hordeaceus,G06,0.03,0.058,1
Campanula_glomerata,G06,0.02,0.051,1
Campanula_patula,G06,0.01,0.013,1
Cardamine_pratensis,G06,0.02,0.041,1
Cynosurus_cristatus,G06,0.02,0.047,0
Leucanthemum_vulgare,G06,0.02,0.04,1
Luzula_campestris,G06,0,0.01,0
Medicago_lupulina,G06,0.01,0.021,0
Onobrychis_viciifolia,G06,0.05,0.107,1
Phleum_pratense,G06,0.02,0.038,0
Plantago_lanceolata,G06,0.03,0.053,1
Plantago_media,G06,0.02,0.04,1
Poa_angustifolia,G06,0.06,0.117,1
Primula_veris,G06,0.06,0.127,0
Prunella_vulgaris,G06,0.01,0.015,1
Saxifraga_granulata,G06,0,0.007,0
Tragopogon_pratensis,G06,0.07,0.142,0
Veronica_chamaedrys,G06,0.01,0.011,1
Vicia_cracca,G06,0.01,0.021,0
Achillea_millefolium,G07,0.03,0.066,1
Bromus_erectus,G07,0.07,0.145,1
Campanula_glomerata,G07,0.04,0.073,1
Campanula_rotundifolia,G07,0.02,0.049,1
Cardamine_pratensis,G07,0.03,0.07,1
Crepis_biennis,G07,0.01,0.012,0
Cynosurus_cristatus,G07,0.01,0.026,0
Festuca_rubra,G07,0.03,0.066,0
Helictotrichon_pubescens,G07,0.01,0.025,0
Leontodon_hispidus,G07,0.01,0.029,0
Leucanthemum_vulgare,G07,0.03,0.072,1
Luzula_campestris,G07,0.01,0.014,0
Medicago_lupulina,G07,0.01,0.028,0
Onobrychis_viciifolia,G07,0.06,0.117,1
Ranunculus_acris,G07,0.02,0.035,1
Saxifraga_granulata,G07,0.01,0.013,0
Tragopogon_pratensis,G07,0.05,0.104,0
Trisetum_flavescens,G07,0.02,0.038,1
Veronica_chamaedrys,G07,0.01,0.012,1
Vicia_sepium,G07,0,0.005,0
Achillea_millefolium,G08,0.06,0.121,1
